project_id,state,district,latitude,longitude,project_type,implementing_department,land_area_hectares,families_affected,compensation_assessed_inr,compensation_disbursed_pct,legal_disputes_count,notification_date,approval_stage,rr_progress_pct,stakeholder_responsiveness,historical_dept_avg_delay_days,last_activity_date,risk_score_raw,delayed,delay_days
LA-2023-0392,Maharashtra,Nagpur,19.9957,75.8877,Railway,State Railway Infra Corp,15.1,84,73080000,45.2,0,2023-05-20,Stage 2 of 5,41.6,Medium,144,2026-07-30,0.321,Y,624
LA-2025-0393,Karnataka,Belagavi,15.8426,75.2234,Highway,State PWD,14.7,62,108639000,37.2,3,2025-06-08,Stage 3 of 5,23.8,Medium,99,2026-08-12,0.456,Y,202
LA-2026-0394,Uttar Pradesh,Lucknow,26.7001,80.7262,Irrigation/Water Res.,State Water Resources Dept,28.7,24,89558000,44.2,0,2026-02-13,Stage 2 of 5,52.4,High,330,2026-07-04,0.257,N,24
LA-2024-0395,Madhya Pradesh,Jabalpur,23.4511,78.9348,Railway,Ministry of Railways,21.9,50,171126000,22.5,5,2024-10-09,Stage 2 of 5,0.0,Medium,205,2026-02-18,0.651,Y,98
LA-2021-0396,Tamil Nadu,Salem,10.6434,78.7145,Industrial Corridor,State Industrial Dev. Corp,18.3,104,156454000,88.8,0,2021-04-04,Stage 4 of 5,64.8,Medium,321,2026-08-04,0.095,N,23
LA-2024-0397,Karnataka,Mysuru,14.9624,75.4105,Urban Infra/Metro,State Metro Rail Corp,10.8,34,64768000,24.5,0,2024-05-25,Stage 1 of 5,33.8,Medium,34,2026-08-18,0.253,N,1
LA-2021-0398,Gujarat,Vadodara,22.5493,71.2041,Railway,Ministry of Railways,12.5,39,124372000,94.4,0,2021-05-28,Stage 5 of 5,87.2,Medium,196,2026-08-21,0.184,N,1
LA-2024-0399,Rajasthan,Jaipur,27.42,74.7653,Industrial Corridor,State Industrial Dev. Corp,12.4,157,73507000,23.9,0,2024-06-02,Stage 2 of 5,23.1,Medium,20,2026-07-29,0.206,N,5
LA-2022-0400,Karnataka,Mysuru,15.7466,75.7079,Highway,State PWD,67.3,107,170952000,84.2,0,2022-06-13,Stage 4 of 5,68.8,Low,60,2026-08-27,0.0,N,5
LA-2023-0401,Andhra Pradesh,Anantapur,16.0425,79.8309,Highway,State PWD,53.0,288,368843000,50.4,2,2023-01-27,Stage 3 of 5,40.0,Low,222,2026-08-26,0.47,Y,921
LA-2023-0402,Maharashtra,Aurangabad,19.6759,75.5902,Industrial Corridor,State Industrial Dev. Corp,13.0,11,44616000,73.6,0,2023-03-29,Stage 3 of 5,55.7,High,221,2026-08-25,0.291,N,18
LA-2025-0403,Bihar,Muzaffarpur,25.6436,85.6331,Urban Infra/Metro,Urban Dev. Authority,30.6,65,191951000,99.4,0,2025-08-10,Stage 5 of 5,92.1,Medium,212,2026-08-26,0.0,N,3
LA-2022-0404,Uttar Pradesh,Kanpur,26.8584,80.8022,Railway,State Railway Infra Corp,89.4,126,688184000,77.9,0,2022-11-09,Stage 4 of 5,88.7,High,165,2026-08-15,0.211,N,4
LA-2021-0405,Maharashtra,Nashik,20.1973,75.1504,Industrial Corridor,DMIC/NICDC,11.5,6,47951000,56.2,1,2021-05-23,Stage 3 of 5,38.0,Low,393,2026-08-23,0.355,Y,1769
LA-2021-0406,Odisha,Ganjam,21.1599,84.6365,Industrial Corridor,State Industrial Dev. Corp,29.6,106,209856000,55.7,0,2021-09-17,Stage 2 of 5,55.2,Medium,241,2026-08-24,0.212,N,1
LA-2023-0407,Tamil Nadu,Tiruchirappalli,11.684,78.1716,Highway,NHAI,20.8,113,150530000,96.5,1,2023-06-24,Stage 5 of 5,89.8,Low,40,2026-08-04,0.127,N,2
LA-2023-0408,Maharashtra,Aurangabad,19.7139,76.2402,Highway,State PWD,5.3,27,30029000,100.0,0,2023-08-02,Stage 5 of 5,91.8,Low,237,2026-07-29,0.029,N,38
LA-2023-0409,Bihar,Darbhanga,25.5247,84.7712,Highway,State PWD,10.5,6,44716000,47.7,2,2023-11-29,Stage 3 of 5,40.9,Medium,285,2026-07-25,0.455,Y,761
LA-2021-0410,Odisha,Khordha,21.0013,84.8872,Highway,NHAI,20.4,75,142905000,100.0,0,2021-03-17,Stage 5 of 5,95.3,High,144,2026-06-15,0.0,N,2
LA-2023-0411,Gujarat,Surat,22.0866,70.9382,Highway,NHAI,13.9,28,101594000,77.4,0,2023-04-16,Stage 3 of 5,64.6,Low,249,2026-08-24,0.008,N,5
LA-2025-0412,Rajasthan,Udaipur,26.5076,74.431,Highway,NHAI,4.3,15,36714000,29.6,0,2025-07-04,Stage 1 of 5,28.8,High,136,2026-08-12,0.128,N,2
LA-2021-0413,Tamil Nadu,Coimbatore,11.3136,78.0673,Urban Infra/Metro,Urban Dev. Authority,23.2,78,54468000,78.2,2,2021-03-18,Stage 5 of 5,83.3,Low,111,2026-05-13,0.329,Y,195
LA-2023-0414,West Bengal,Nadia,22.5141,87.5347,Urban Infra/Metro,Urban Dev. Authority,48.5,184,326325000,34.2,0,2023-11-28,Stage 2 of 5,27.1,High,233,2026-08-17,0.295,N,24
LA-2023-0415,Madhya Pradesh,Indore,22.9792,79.1214,Railway,State Railway Infra Corp,5.4,7,32259000,40.0,3,2023-01-18,Stage 3 of 5,28.2,Medium,224,2026-08-22,0.388,Y,159
LA-2024-0416,Maharashtra,Raigad,20.208,75.6344,Railway,State Railway Infra Corp,2.5,14,18598000,68.7,1,2024-02-07,Stage 4 of 5,59.0,Medium,49,2026-08-08,0.452,Y,77
LA-2024-0417,Madhya Pradesh,Bhopal,23.5721,79.2416,Power Transmission,State Electricity Board,69.6,119,465878000,37.0,0,2024-09-14,Stage 2 of 5,39.8,Low,407,2026-08-17,0.299,N,49
LA-2025-0418,Bihar,Bhagalpur,25.1842,85.8266,Power Transmission,State Electricity Board,6.0,16,36870000,75.6,3,2025-04-20,Stage 4 of 5,64.8,High,283,2026-07-08,0.349,Y,553
LA-2024-0419,Karnataka,Belagavi,15.5893,76.245,Power Transmission,State Electricity Board,12.9,131,112735000,88.0,0,2024-07-13,Stage 4 of 5,52.8,High,90,2026-08-18,0.034,N,1
LA-2022-0420,Tamil Nadu,Chennai,11.0296,78.5751,Highway,NHAI,13.9,107,46342000,100.0,0,2022-12-10,Stage 4 of 5,91.0,High,127,2026-08-10,0.0,N,7
LA-2021-0421,Bihar,Bhagalpur,25.3801,84.8494,Industrial Corridor,DMIC/NICDC,9.7,22,22025000,50.4,1,2021-10-22,Stage 3 of 5,46.7,Medium,37,2026-08-01,0.24,N,2
LA-2022-0422,Andhra Pradesh,Kurnool,16.1035,79.8197,Railway,State Railway Infra Corp,46.9,531,501185000,62.7,0,2022-08-16,Stage 3 of 5,39.6,Low,87,2026-08-11,0.0,N,2
LA-2022-0423,Gujarat,Rajkot,22.0655,70.7687,Irrigation/Water Res.,State Water Resources Dept,17.6,36,100573000,54.7,0,2022-11-02,Stage 2 of 5,42.2,Medium,253,2026-07-21,0.32,Y,1001
LA-2023-0424,Andhra Pradesh,Kurnool,15.4135,80.3314,Highway,NHAI,40.8,47,189381000,21.1,0,2023-10-17,Stage 1 of 5,28.7,Low,258,2026-08-25,0.38,Y,105
LA-2022-0425,Maharashtra,Nashik,19.3029,75.3364,Railway,State Railway Infra Corp,6.8,30,28835000,35.3,1,2022-02-25,Stage 2 of 5,49.1,Medium,327,2026-08-23,0.368,Y,576
LA-2021-0426,Karnataka,Belagavi,15.2189,75.7926,Irrigation/Water Res.,State Water Resources Dept,29.6,94,202999000,38.3,4,2021-01-31,Stage 4 of 5,39.3,Low,153,2026-07-31,0.552,Y,85
LA-2022-0427,Rajasthan,Alwar,26.7816,74.3362,Railway,Ministry of Railways,11.6,9,47807000,81.5,0,2022-03-30,Stage 4 of 5,82.7,Medium,309,2026-08-27,0.142,N,3
LA-2022-0428,Bihar,Darbhanga,25.113,85.7081,Railway,State Railway Infra Corp,22.0,163,191302000,87.5,2,2022-12-13,Stage 4 of 5,70.3,Low,317,2026-08-20,0.398,Y,296
LA-2025-0429,Maharashtra,Aurangabad,20.1078,75.1894,Industrial Corridor,State Industrial Dev. Corp,53.7,114,148835000,66.7,0,2025-04-08,Stage 3 of 5,41.5,Low,20,2026-08-15,0.269,N,5
LA-2023-0430,Rajasthan,Jodhpur,27.1548,74.6417,Highway,State PWD,2.0,20,17321000,66.4,2,2023-07-13,Stage 3 of 5,61.7,Medium,46,2026-08-11,0.238,N,2
LA-2021-0431,Tamil Nadu,Tiruchirappalli,11.3519,78.5039,Highway,State PWD,32.9,207,244233000,71.0,0,2021-10-26,Stage 5 of 5,69.5,Medium,246,2026-08-25,0.285,N,14
LA-2024-0432,West Bengal,Nadia,23.3357,87.7037,Irrigation/Water Res.,State Water Resources Dept,34.7,52,211079000,65.7,0,2024-11-11,Stage 4 of 5,62.0,Medium,173,2026-08-07,0.199,N,1
LA-2021-0433,Maharashtra,Nagpur,19.9422,75.441,Power Transmission,State Electricity Board,2.9,14,16428000,49.3,1,2021-07-13,Stage 3 of 5,33.8,Medium,208,2026-08-18,0.263,N,7
LA-2022-0434,Karnataka,Mysuru,15.4782,76.2955,Highway,State PWD,3.1,6,21565000,89.7,0,2022-02-17,Stage 4 of 5,76.9,Medium,155,2026-07-17,0.056,N,12
LA-2022-0435,Rajasthan,Alwar,26.6978,73.882,Highway,State PWD,10.2,96,67719000,91.5,0,2022-12-27,Stage 5 of 5,84.4,Medium,207,2026-08-13,0.0,N,27
LA-2025-0436,Gujarat,Ahmedabad,21.7128,71.7125,Industrial Corridor,State Industrial Dev. Corp,33.5,201,225418000,67.4,0,2025-03-10,Stage 3 of 5,43.9,Medium,169,2026-08-21,0.13,N,18
LA-2021-0437,Rajasthan,Jodhpur,26.7705,73.7214,Urban Infra/Metro,State Metro Rail Corp,47.8,28,196782000,60.6,0,2021-02-04,Stage 3 of 5,65.1,Medium,261,2026-08-24,0.094,N,24
LA-2021-0438,Maharashtra,Nashik,19.9002,75.7889,Railway,Ministry of Railways,31.5,419,236927000,61.2,8,2021-07-03,Stage 5 of 5,37.2,Medium,221,2026-04-22,0.934,Y,974
LA-2023-0439,Andhra Pradesh,Anantapur,15.8904,79.8808,Railway,State Railway Infra Corp,8.5,99,57382000,95.7,0,2023-01-11,Stage 5 of 5,86.2,High,85,2026-08-25,0.0,N,16
LA-2025-0440,Andhra Pradesh,Visakhapatnam,15.601,79.8083,Highway,NHAI,41.7,135,242564000,45.1,1,2025-03-10,Stage 2 of 5,45.2,Low,154,2026-08-21,0.301,Y,154
LA-2024-0441,Odisha,Khordha,21.0275,84.5054,Railway,State Railway Infra Corp,7.1,26,56260000,0.0,12,2024-06-14,Stage 2 of 5,12.7,Medium,191,2026-08-02,1.355,Y,866
LA-2023-0442,Gujarat,Ahmedabad,22.1545,71.6446,Highway,NHAI,10.7,45,43009000,87.6,0,2023-03-11,Stage 4 of 5,73.0,Low,114,2026-08-02,0.13,N,36
LA-2025-0443,Maharashtra,Aurangabad,19.2631,75.821,Irrigation/Water Res.,State Water Resources Dept,2.7,19,19178000,38.8,1,2025-02-19,Stage 2 of 5,25.2,Low,281,2026-08-12,0.377,Y,549
LA-2024-0444,Maharashtra,Thane,19.6489,75.1317,Power Transmission,State Electricity Board,5.9,27,32903000,48.0,0,2024-09-03,Stage 2 of 5,36.6,Low,313,2026-08-24,0.179,N,5
LA-2024-0445,Uttar Pradesh,Varanasi,27.1765,80.5018,Railway,State Railway Infra Corp,97.6,383,783289000,70.5,0,2024-10-13,Stage 4 of 5,53.0,Medium,132,2026-08-04,0.25,N,1
LA-2025-0446,West Bengal,Nadia,23.1604,87.5884,Urban Infra/Metro,State Metro Rail Corp,16.9,126,176691000,76.1,0,2025-07-24,Stage 4 of 5,76.8,Low,480,2026-08-17,0.194,N,11
LA-2025-0447,Madhya Pradesh,Gwalior,23.4561,79.1078,Industrial Corridor,State Industrial Dev. Corp,15.9,14,88633000,77.0,0,2025-12-13,Stage 4 of 5,74.8,Low,303,2026-07-24,0.053,N,12
LA-2020-0448,Tamil Nadu,Salem,11.1187,78.9998,Urban Infra/Metro,State Metro Rail Corp,5.2,15,33207000,40.9,0,2020-11-26,Stage 2 of 5,41.4,Medium,245,2026-08-08,0.337,Y,259
LA-2025-0449,Uttar Pradesh,Agra,27.0059,81.5174,Highway,NHAI,64.7,824,777026000,43.4,0,2025-08-07,Stage 2 of 5,33.4,Medium,298,2026-06-12,0.386,Y,45
LA-2021-0450,Uttar Pradesh,Meerut,27.0931,80.9621,Irrigation/Water Res.,State Water Resources Dept,27.4,56,79203000,46.1,2,2021-02-07,Stage 2 of 5,40.6,High,367,2026-05-27,0.451,Y,1032
LA-2021-0451,Uttar Pradesh,Ghaziabad,26.2609,80.707,Irrigation/Water Res.,State Water Resources Dept,6.3,41,59936000,33.1,2,2021-08-04,Stage 3 of 5,23.1,Medium,245,2026-08-02,0.566,Y,221
LA-2023-0452,Gujarat,Vadodara,22.1336,70.8088,Power Transmission,State Electricity Board,13.0,48,42874000,68.3,2,2023-05-15,Stage 4 of 5,51.1,Low,321,2026-08-08,0.53,Y,590
LA-2023-0453,Madhya Pradesh,Bhopal,23.306,78.3994,Power Transmission,State Electricity Board,33.4,286,186170000,93.0,0,2023-07-31,Stage 5 of 5,96.4,Low,245,2026-08-12,0.033,N,7
LA-2022-0454,Maharashtra,Raigad,20.3181,75.131,Irrigation/Water Res.,State Water Resources Dept,5.8,12,47577000,18.5,5,2022-11-09,Stage 2 of 5,8.8,High,61,2026-07-30,0.645,Y,273
LA-2022-0455,Karnataka,Hubballi-Dharwad,15.3017,76.0897,Urban Infra/Metro,State Metro Rail Corp,2.2,14,19796000,53.6,0,2022-01-22,Stage 3 of 5,62.1,Low,281,2026-08-26,0.132,N,16
LA-2022-0456,Maharashtra,Aurangabad,20.0551,75.2415,Highway,State PWD,126.9,489,940238000,71.5,2,2022-10-19,Stage 4 of 5,59.9,Low,385,2026-08-02,0.32,Y,896
LA-2020-0457,Maharashtra,Nashik,19.8823,75.4598,Highway,State PWD,18.0,206,180408000,66.2,0,2020-09-22,Stage 2 of 5,47.3,Low,133,2026-08-25,0.235,N,26
LA-2025-0458,Andhra Pradesh,Anantapur,15.8703,80.3147,Highway,State PWD,16.3,150,68713000,56.4,0,2025-12-25,Stage 3 of 5,60.5,Low,259,2026-08-26,0.096,N,6
LA-2022-0459,Bihar,Muzaffarpur,24.8971,84.8419,Highway,State PWD,23.0,87,87851000,58.9,0,2022-12-25,Stage 3 of 5,57.3,Low,75,2026-06-09,0.312,Y,104
LA-2023-0460,Tamil Nadu,Coimbatore,10.8257,78.8504,Industrial Corridor,State Industrial Dev. Corp,16.0,53,93001000,28.7,1,2023-09-26,Stage 2 of 5,13.1,Medium,120,2026-04-22,0.329,Y,58
LA-2025-0461,Odisha,Ganjam,20.5685,84.9864,Railway,Ministry of Railways,18.9,77,149970000,58.8,0,2025-07-19,Stage 2 of 5,64.7,Low,208,2026-08-27,0.027,N,26
LA-2023-0462,Uttar Pradesh,Meerut,26.4298,81.3772,Railway,State Railway Infra Corp,14.3,23,119815000,77.5,0,2023-03-20,Stage 5 of 5,63.4,Low,71,2026-08-26,0.275,N,7
LA-2021-0463,Tamil Nadu,Chennai,11.5737,78.114,Railway,State Railway Infra Corp,9.1,52,68688000,88.2,0,2021-11-03,Stage 5 of 5,87.6,High,229,2026-08-22,0.118,N,1
LA-2020-0464,Uttar Pradesh,Kanpur,26.7463,81.3458,Urban Infra/Metro,Urban Dev. Authority,6.4,35,63936000,47.3,0,2020-09-27,Stage 3 of 5,51.2,Medium,269,2026-08-25,0.162,N,0
LA-2026-0465,Karnataka,Hubballi-Dharwad,14.7743,75.3771,Industrial Corridor,DMIC/NICDC,7.4,27,36627000,62.8,2,2026-02-20,Stage 3 of 5,46.6,Medium,366,2026-08-26,0.305,Y,566
LA-2024-0466,West Bengal,Howrah,22.9416,87.7502,Highway,State PWD,21.8,46,165589000,58.0,0,2024-04-14,Stage 2 of 5,50.7,High,262,2026-08-22,0.104,N,24
LA-2023-0467,Uttar Pradesh,Lucknow,26.2499,80.8873,Railway,Ministry of Railways,5.0,26,21532000,46.6,3,2023-09-05,Stage 3 of 5,33.1,High,222,2026-08-14,0.379,Y,175
LA-2021-0468,Gujarat,Bharuch,22.349,70.7495,Railway,State Railway Infra Corp,35.1,220,323724000,69.1,1,2021-10-12,Stage 4 of 5,47.4,Medium,246,2026-07-22,0.216,N,0
LA-2024-0469,Andhra Pradesh,Visakhapatnam,15.4407,79.7302,Industrial Corridor,DMIC/NICDC,40.2,84,372664000,70.0,3,2024-02-09,Stage 5 of 5,72.1,Medium,282,2026-08-04,0.284,N,9
LA-2020-0470,Uttar Pradesh,Lucknow,26.4689,81.1638,Irrigation/Water Res.,State Water Resources Dept,36.9,29,172719000,63.8,0,2020-11-13,Stage 3 of 5,54.9,High,292,2026-08-22,0.179,N,4
LA-2025-0471,Maharashtra,Pune,19.469,75.7307,Irrigation/Water Res.,State Water Resources Dept,16.5,75,165041000,99.9,0,2025-07-24,Stage 5 of 5,78.5,Medium,24,2026-08-24,0.146,N,0
LA-2023-0472,Tamil Nadu,Salem,10.5656,78.1567,Highway,NHAI,4.2,24,26482000,82.7,0,2023-03-12,Stage 4 of 5,60.0,Medium,246,2026-08-10,0.104,N,11
LA-2020-0473,Tamil Nadu,Chennai,11.0183,79.1314,Highway,State PWD,61.1,403,645464000,87.7,0,2020-10-07,Stage 5 of 5,80.3,Low,239,2026-07-16,0.233,N,27
LA-2023-0474,Rajasthan,Udaipur,27.0038,74.0211,Highway,State PWD,19.7,18,134962000,21.0,0,2023-02-23,Stage 1 of 5,12.3,Medium,104,2026-08-27,0.273,N,13
LA-2024-0475,Maharashtra,Thane,19.5982,75.9787,Irrigation/Water Res.,State Water Resources Dept,8.9,99,87368000,41.6,1,2024-07-29,Stage 3 of 5,20.8,Low,234,2026-07-21,0.478,Y,611
LA-2024-0476,Uttar Pradesh,Kanpur,27.2814,81.2375,Railway,Ministry of Railways,2.0,8,11265000,30.1,1,2024-09-03,Stage 1 of 5,22.9,Low,108,2026-05-13,0.584,Y,35
LA-2023-0477,Tamil Nadu,Madurai,11.1654,78.1671,Railway,State Railway Infra Corp,10.5,37,44557000,52.4,4,2023-04-27,Stage 4 of 5,34.3,Low,246,2026-05-14,0.534,Y,201
LA-2020-0478,Bihar,Bhagalpur,25.1791,85.8268,Irrigation/Water Res.,State Water Resources Dept,46.3,110,214905000,62.2,2,2020-11-15,Stage 4 of 5,80.0,Medium,512,2026-08-25,0.305,Y,417
LA-2024-0479,Maharashtra,Satara,20.3228,76.2623,Highway,NHAI,22.1,28,181537000,45.1,0,2024-12-08,Stage 2 of 5,31.2,High,405,2026-08-12,0.132,N,9
LA-2023-0480,Andhra Pradesh,Anantapur,15.4085,79.8401,Urban Infra/Metro,State Metro Rail Corp,26.1,185,125809000,56.7,1,2023-12-07,Stage 3 of 5,38.2,Medium,146,2026-07-17,0.391,Y,205
LA-2026-0481,Odisha,Cuttack,21.2631,85.5618,Industrial Corridor,DMIC/NICDC,13.6,78,29799000,74.6,0,2026-01-28,Stage 3 of 5,69.4,High,181,2026-08-11,0.122,N,0
LA-2024-0482,Uttar Pradesh,Noida,26.942,80.5889,Highway,NHAI,24.6,95,246462000,79.9,2,2024-07-31,Stage 5 of 5,62.9,Medium,281,2026-08-05,0.367,Y,353
LA-2025-0483,Gujarat,Rajkot,22.2313,71.1295,Industrial Corridor,State Industrial Dev. Corp,55.9,29,107649000,81.3,0,2025-12-23,Stage 4 of 5,74.1,Medium,141,2026-08-20,0.086,N,2
LA-2025-0484,Tamil Nadu,Chennai,11.221,78.368,Power Transmission,State Electricity Board,9.2,69,34660000,85.2,0,2025-06-05,Stage 4 of 5,66.8,Medium,145,2026-08-15,0.113,N,7
LA-2023-0485,Karnataka,Mysuru,15.0067,75.3157,Urban Infra/Metro,Urban Dev. Authority,21.8,96,163657000,63.4,0,2023-08-05,Stage 3 of 5,47.7,Medium,338,2026-08-10,0.089,N,16
LA-2022-0486,Madhya Pradesh,Bhopal,23.5231,78.0695,Urban Infra/Metro,State Metro Rail Corp,30.7,240,278824000,100.0,0,2022-11-19,Stage 5 of 5,91.1,Medium,62,2026-08-19,0.073,N,12
LA-2024-0487,Maharashtra,Nashik,19.7147,76.2234,Railway,Ministry of Railways,7.8,72,67810000,55.6,2,2024-03-29,Stage 3 of 5,13.0,Medium,20,2026-08-24,0.36,Y,15
LA-2023-0488,Bihar,Bhagalpur,25.4687,85.7068,Railway,State Railway Infra Corp,10.3,43,56752000,63.3,0,2023-05-14,Stage 3 of 5,42.4,Low,168,2026-07-31,0.347,Y,602
LA-2021-0489,Andhra Pradesh,Guntur,15.7641,79.9081,Railway,State Railway Infra Corp,33.3,108,136583000,29.5,0,2021-12-13,Stage 1 of 5,13.3,Medium,274,2026-08-22,0.238,N,28
LA-2025-0490,West Bengal,Howrah,23.2543,88.0285,Industrial Corridor,State Industrial Dev. Corp,24.7,165,224106000,67.6,0,2025-08-18,Stage 5 of 5,42.4,Medium,291,2026-07-09,0.215,N,19
LA-2024-0491,Uttar Pradesh,Agra,26.2688,81.0009,Industrial Corridor,DMIC/NICDC,9.4,25,55217000,83.5,0,2024-01-16,Stage 4 of 5,61.4,Low,20,2026-08-22,0.022,N,10
LA-2021-0492,Karnataka,Mysuru,15.3292,75.2696,Industrial Corridor,State Industrial Dev. Corp,7.9,29,69761000,34.9,0,2021-12-24,Stage 1 of 5,40.5,Low,162,2026-04-22,0.378,Y,520
LA-2021-0493,Rajasthan,Jodhpur,26.4742,74.1832,Railway,Ministry of Railways,10.7,10,54683000,52.0,2,2021-08-31,Stage 3 of 5,38.8,High,326,2026-07-13,0.352,Y,229
LA-2021-0494,Maharashtra,Thane,19.9406,76.1736,Irrigation/Water Res.,State Water Resources Dept,26.1,204,175521000,91.1,0,2021-09-09,Stage 5 of 5,75.4,High,225,2026-08-25,0.189,N,35
LA-2023-0495,Madhya Pradesh,Indore,22.7448,79.2286,Highway,State PWD,7.0,36,33454000,77.7,0,2023-04-26,Stage 3 of 5,61.1,High,41,2026-08-23,0.066,N,12
LA-2022-0496,Tamil Nadu,Tiruchirappalli,10.9517,78.4572,Highway,NHAI,37.7,79,349092000,82.3,0,2022-12-26,Stage 5 of 5,77.9,Medium,186,2026-08-26,0.304,Y,176
LA-2021-0497,Rajasthan,Jodhpur,26.9464,73.7047,Industrial Corridor,DMIC/NICDC,7.9,28,74255000,74.2,0,2021-05-29,Stage 4 of 5,43.6,Medium,275,2026-07-09,0.125,N,1
LA-2021-0498,Gujarat,Vadodara,21.8782,70.7499,Irrigation/Water Res.,State Water Resources Dept,10.4,47,83046000,76.5,0,2021-03-08,Stage 4 of 5,62.4,High,180,2026-08-21,0.249,N,15
LA-2020-0499,Maharashtra,Nashik,20.0461,75.7203,Irrigation/Water Res.,State Water Resources Dept,2.0,21,10281000,81.2,0,2020-10-20,Stage 4 of 5,81.9,Low,231,2026-07-15,0.136,N,12
LA-2023-0500,Maharashtra,Satara,19.5058,75.3462,Irrigation/Water Res.,State Water Resources Dept,6.3,22,38803000,83.4,0,2023-09-03,Stage 4 of 5,75.3,Medium,180,2026-08-15,0.164,N,1
LA-2025-0501,Bihar,Bhagalpur,25.5856,85.1489,Highway,NHAI,2.0,12,17341000,62.3,1,2025-12-21,Stage 3 of 5,38.7,High,46,2026-08-17,0.312,Y,46
LA-2023-0502,Maharashtra,Pune,19.8493,75.3158,Railway,State Railway Infra Corp,32.9,92,206123000,40.7,1,2023-02-08,Stage 2 of 5,54.7,High,98,2026-07-26,0.229,N,9
LA-2020-0503,Andhra Pradesh,Guntur,15.9114,80.2903,Industrial Corridor,DMIC/NICDC,29.5,56,78258000,37.7,0,2020-12-12,Stage 1 of 5,17.3,Low,302,2026-07-26,0.339,Y,171
LA-2024-0504,Tamil Nadu,Salem,10.8848,78.099,Highway,State PWD,41.4,94,226619000,11.1,4,2024-04-10,Stage 1 of 5,0.8,High,73,2025-09-26,0.558,Y,273
LA-2023-0505,Tamil Nadu,Salem,11.7177,78.1644,Highway,State PWD,19.3,88,164015000,80.5,0,2023-04-12,Stage 4 of 5,54.2,Medium,369,2026-08-26,0.141,N,9
LA-2022-0506,Tamil Nadu,Coimbatore,11.4126,78.9776,Power Transmission,State Electricity Board,7.6,46,35099000,62.1,0,2022-01-06,Stage 3 of 5,56.3,Low,106,2026-08-19,0.292,N,0
LA-2021-0507,Andhra Pradesh,Kurnool,15.3235,79.3685,Urban Infra/Metro,State Metro Rail Corp,7.6,35,50019000,79.0,0,2021-03-28,Stage 4 of 5,62.4,Medium,278,2026-06-20,0.147,N,7
LA-2020-0508,Bihar,Gaya,25.1607,85.3488,Railway,State Railway Infra Corp,14.1,43,96911000,59.5,1,2020-10-17,Stage 3 of 5,56.2,Low,108,2026-08-26,0.173,N,44
LA-2025-0509,Andhra Pradesh,Anantapur,16.421,79.6408,Urban Infra/Metro,Urban Dev. Authority,21.8,140,223786000,65.5,0,2025-12-25,Stage 3 of 5,51.1,Low,92,2026-08-17,0.267,N,49
LA-2022-0510,Rajasthan,Udaipur,27.054,73.8679,Irrigation/Water Res.,State Water Resources Dept,20.2,217,131497000,82.0,0,2022-06-10,Stage 4 of 5,79.2,Low,250,2026-08-21,0.122,N,4
LA-2024-0511,Uttar Pradesh,Lucknow,27.0717,80.9105,Railway,State Railway Infra Corp,2.0,12,12200000,64.5,0,2024-02-10,Stage 3 of 5,68.3,Medium,20,2026-07-27,0.079,N,0
LA-2021-0512,Bihar,Bhagalpur,25.2028,84.8801,Highway,NHAI,161.9,1059,1520679000,0.0,4,2021-01-09,Stage 1 of 5,17.6,Medium,155,2026-07-11,0.709,Y,466
LA-2021-0513,Maharashtra,Thane,20.2611,75.2387,Railway,Ministry of Railways,27.0,74,249616000,79.1,5,2021-04-15,Stage 5 of 5,65.5,Medium,182,2026-07-28,0.387,Y,310
LA-2022-0514,Tamil Nadu,Tiruchirappalli,10.6665,78.7229,Highway,State PWD,7.6,17,30374000,26.0,0,2022-11-19,Stage 1 of 5,29.0,Low,145,2026-08-25,0.329,Y,141
LA-2021-0515,Odisha,Sundargarh,21.3796,85.077,Industrial Corridor,State Industrial Dev. Corp,17.2,66,112141000,53.6,0,2021-01-15,Stage 3 of 5,55.6,High,218,2026-08-15,0.167,N,8
LA-2023-0516,Gujarat,Bharuch,22.4403,70.7773,Irrigation/Water Res.,State Water Resources Dept,16.0,93,119823000,89.2,0,2023-08-05,Stage 5 of 5,67.4,Medium,95,2026-07-31,0.269,N,0
LA-2021-0517,Uttar Pradesh,Noida,27.0482,81.3138,Highway,NHAI,16.1,50,92085000,49.6,1,2021-06-15,Stage 4 of 5,53.7,Medium,148,2026-08-22,0.258,N,2
LA-2020-0518,Bihar,Darbhanga,24.9145,85.6295,Highway,State PWD,19.7,149,227770000,21.4,1,2020-12-29,Stage 1 of 5,33.3,Medium,235,2026-07-15,0.277,N,4
LA-2022-0519,Tamil Nadu,Coimbatore,10.7142,78.9236,Industrial Corridor,State Industrial Dev. Corp,8.3,19,25650000,18.1,8,2022-12-14,Stage 3 of 5,16.2,Low,300,2026-06-05,0.898,Y,323
LA-2022-0520,West Bengal,Kolkata,23.0767,88.3229,Irrigation/Water Res.,State Water Resources Dept,46.9,166,407010000,12.5,3,2022-10-31,Stage 1 of 5,29.2,High,182,2026-07-27,0.517,Y,190
LA-2023-0521,Gujarat,Rajkot,22.1522,71.1448,Highway,NHAI,12.4,29,41539000,100.0,0,2023-03-04,Stage 5 of 5,76.3,High,241,2026-08-20,0.072,N,1
